0 	 50
.01 	 50
.02 	 50
.03 	 50
.04 	 50
.05 	 50
.06 	 50
.07 	 50
.08 	 50
.09 	 50
.10 	 50
.11 	 50
.12 	 50
.13 	 50
.14 	 50
.15 	 50
.16 	 50
.17 	 50
.18 	 50
.19 	 50
.20 	 50
.21 	 50
.22 	 50
.23 	 50
.24 	 50
.25 	 50
.26 	 50
.27 	 50
.28 	 50
.29 	 50
.30 	 50
.31 	 50
.32 	 50
.33 	 50
.34 	 50
.35 	 50
.36 	 50
.37 	 50
.38 	 50
.39 	 100
.40 	 87.5
.41 	 95.8333
.42 	 95.8333
.43 	 95.8333
.44 	 91.6667
.45 	 87.5
.46 	 87.5
.47 	 100
.48 	 87.5
.49 	 100
.50 	 95.8333
.51 	 95.8333
.52 	 95.8333
.53 	 87.5
.54 	 95.8333
.55 	 95.8333
.56 	 91.6667
.57 	 91.6667
.58 	 95.8333
.59 	 100
.60 	 95.8333
.61 	 100
.62 	 95.8333
.63 	 100
.64 	 100
.65 	 100
.66 	 100
.67 	 100
.68 	 100
.69 	 100
.70 	 100
.71 	 100
.72 	 87.5
.73 	 95.8333
.74 	 100
.75 	 100
.76 	 95.8333
.77 	 100
.78 	 95.8333
.79 	 95.8333
.80 	 100
.81 	 95.8333
.82 	 100
.83 	 100
.84 	 100
.85 	 100
.86 	 83.3333
.87 	 100
.88 	 95.8333
.89 	 100
.90 	 95.8333
.91 	 95.8333
.92 	 95.8333
.93 	 95.8333
.94 	 100
.95 	 100
.96 	 100
.97 	 100
.98 	 100
.99 	 95.8333
0 	 50
.01 	 50
.02 	 50
.03 	 50
.04 	 50
.05 	 50
.06 	 50
.07 	 50
.08 	 50
.09 	 50
.10 	 50
.11 	 50
.12 	 50
.13 	 50
.14 	 50
.15 	 50
.16 	 50
.17 	 50
.18 	 50
.19 	 50
.20 	 50
.21 	 50
.22 	 50
.23 	 50
.24 	 50
.25 	 50
.26 	 50
.27 	 50
.28 	 50
.29 	 50
.30 	 50
.31 	 50
.32 	 50
.33 	 50
.34 	 50
.35 	 50
.36 	 50
.37 	 50
.38 	 50
.39 	 100
.40 	 87.5
.41 	 95.8333
.42 	 95.8333
.43 	 95.8333
.44 	 91.6667
.45 	 87.5
.46 	 87.5
.47 	 100
.48 	 87.5
.49 	 100
.50 	 95.8333
.51 	 95.8333
.52 	 95.8333
.53 	 87.5
.54 	 95.8333
.55 	 95.8333
.56 	 91.6667
.57 	 91.6667
.58 	 95.8333
.59 	 100
.60 	 95.8333
.61 	 100
.62 	 95.8333
.63 	 100
.64 	 100
.65 	 100
.66 	 100
.67 	 100
.68 	 100
.69 	 100
.70 	 100
.71 	 100
.72 	 87.5
.73 	 95.8333
.74 	 100
.75 	 100
.76 	 95.8333
.77 	 100
.78 	 95.8333
.79 	 95.8333
.80 	 100
.81 	 95.8333
.82 	 100
.83 	 100
.84 	 100
.85 	 100
.86 	 83.3333
.87 	 100
.88 	 95.8333
.89 	 100
.90 	 95.8333
.91 	 95.8333
.92 	 95.8333
.93 	 95.8333
.94 	 100
.95 	 100
.96 	 100
.97 	 100
.98 	 100
.99 	 95.8333
1.00 	 95.8333
1.01 	 50
1.02 	 50
1.03 	 50
1.04 	 50
1.05 	 50
1.06 	 50
1.07 	 50
1.08 	 50
1.09 	 50
1.10 	 50
1.11 	 50
1.12 	 50
1.13 	 50
1.14 	 50
1.15 	 50
1.16 	 50
1.17 	 50
1.18 	 50
1.19 	 50
1.20 	 50
1.21 	 50
1.22 	 50
1.23 	 50
1.24 	 50
1.25 	 50
1.26 	 50
1.27 	 50
1.28 	 50
1.29 	 50
1.30 	 50
1.31 	 50
1.32 	 50
1.33 	 50
1.34 	 50
1.35 	 50
1.36 	 50
1.37 	 50
1.38 	 50
1.39 	 50
1.40 	 95.8333
1.41 	 95.8333
1.42 	 91.6667
1.43 	 87.5
1.44 	 95.8333
1.45 	 91.6667
1.46 	 91.6667
1.47 	 95.8333
1.48 	 95.8333
1.49 	 87.5
1.50 	 95.8333
1.51 	 100
1.52 	 91.6667
1.53 	 100
1.54 	 100
1.55 	 91.6667
1.56 	 91.6667
1.57 	 95.8333
1.58 	 95.8333
1.59 	 91.6667
1.60 	 95.8333
1.61 	 95.8333
1.62 	 100
1.63 	 100
1.64 	 100
1.65 	 100
1.66 	 100
1.67 	 100
1.68 	 100
1.69 	 100
1.70 	 95.8333
1.71 	 95.8333
1.72 	 100
1.73 	 100
1.74 	 100
1.75 	 100
1.76 	 100
1.77 	 100
1.78 	 100
1.79 	 100
1.80 	 95.8333
1.81 	 100
1.82 	 100
1.83 	 95.8333
1.84 	 95.8333
1.85 	 100
1.86 	 100
1.87 	 100
1.88 	 100
1.89 	 87.5
1.90 	 95.8333
1.91 	 95.8333
1.92 	 95.8333
1.93 	 100
1.94 	 100
1.95 	 91.6667
1.96 	 100
1.97 	 100
1.98 	 100
1.99 	 100
2.00 	 100
