0 	 100
.01 	 100
.02 	 100
.03 	 100
.04 	 100
.05 	 100
.06 	 100
.07 	 100
.08 	 80
.09 	 80
.10 	 80
.11 	 80
.12 	 80
.13 	 80
.14 	 80
.15 	 80
.16 	 80
.17 	 80
.18 	 80
.19 	 80
.20 	 81.6667
.21 	 78.3333
.22 	 80
.23 	 76.6667
.24 	 76.6667
.25 	 80
.26 	 80
.27 	 80
.28 	 83.3333
.29 	 81.6667
.30 	 81.6667
.31 	 80
.32 	 80
.33 	 76.6667
.34 	 76.6667
.35 	 81.6667
.36 	 80
.37 	 85
.38 	 93.3333
.39 	 85
.40 	 80
.41 	 83.3333
.42 	 88.3333
.43 	 85
.44 	 91.6667
.45 	 81.6667
.46 	 83.3333
.47 	 83.3333
.48 	 93.3333
.49 	 85
.50 	 88.3333
.51 	 96.6667
.52 	 90
.53 	 85
.54 	 91.6667
.55 	 98.3333
.56 	 95
.57 	 91.6667
.58 	 95
.59 	 100
.60 	 93.3333
.61 	 93.3333
.62 	 93.3333
.63 	 100
.64 	 96.6667
.65 	 98.3333
.66 	 100
.67 	 96.6667
.68 	 98.3333
.69 	 100
.70 	 100
.71 	 96.6667
.72 	 100
.73 	 98.3333
.74 	 100
.75 	 98.3333
.76 	 100
.77 	 100
.78 	 100
.79 	 100
.80 	 100
.81 	 100
.82 	 100
.83 	 100
.84 	 100
.85 	 100
.86 	 100
.87 	 100
.88 	 98.3333
.89 	 100
.90 	 100
.91 	 100
.92 	 98.3333
.93 	 100
.94 	 100
.95 	 100
.96 	 93.3333
.97 	 100
.98 	 100
.99 	 100
