0 	 100
.01 	 100
.02 	 90.9091
.03 	 90.9091
.04 	 90.9091
.05 	 90.9091
.06 	 90.9091
.07 	 90.9091
.08 	 90.9091
.09 	 90.9091
.10 	 90.9091
.11 	 90.9091
.12 	 90.9091
.13 	 90.9091
.14 	 90.9091
.15 	 90.9091
.16 	 90.9091
.17 	 90.9091
.18 	 90.9091
.19 	 90.9091
.20 	 90.9091
.21 	 90.9091
.22 	 90.9091
.23 	 90.9091
.24 	 90.9091
.25 	 90.9091
.26 	 90.9091
.27 	 90.9091
.28 	 90.9091
.29 	 90.9091
.30 	 90.9091
.31 	 90.9091
.32 	 90.9091
.33 	 90.9091
.34 	 90.9091
.35 	 90.9091
.36 	 90.9091
.37 	 90.9091
.38 	 90.9091
.39 	 90.9091
.40 	 90.9091
.41 	 88.6364
.42 	 90.9091
.43 	 86.3636
.44 	 90.9091
.45 	 90.9091
.46 	 91.6667
.47 	 87.1212
.48 	 93.1818
.49 	 90.1515
.50 	 90.9091
.51 	 90.9091
.52 	 91.6667
.53 	 94.697
.54 	 91.6667
.55 	 93.1818
.56 	 95.4545
.57 	 94.697
.58 	 93.1818
.59 	 92.4242
.60 	 93.9394
.61 	 93.9394
.62 	 99.2424
.63 	 98.4848
.64 	 100
.65 	 98.4848
.66 	 98.4848
.67 	 100
.68 	 100
.69 	 99.2424
.70 	 98.4848
.71 	 100
.72 	 99.2424
.73 	 100
.74 	 100
.75 	 100
.76 	 100
.77 	 100
.78 	 100
.79 	 100
.80 	 100
.81 	 100
.82 	 100
.83 	 100
.84 	 100
.85 	 98.4848
.86 	 100
.87 	 99.2424
.88 	 99.2424
.89 	 100
.90 	 100
.91 	 100
.92 	 100
.93 	 100
.94 	 100
.95 	 100
.96 	 100
.97 	 100
.98 	 100
.99 	 100
